description,treatment_protocol_ch1,treatment_protocol_ch2,extract_protocol_ch1,extract_protocol_ch2
"Fertile_hpv8w_SP8_26 years;	This placental sample is of first  trimester normal pregnancy, underwent elective surgical termination. It is the second of eight, 8 weeks biological replicates sample, each from different individual woman.",,,"Placental samples were collected in sterile ice-cold phosphate buffered saline (PBS, pH 7.4). The tissue samples were quickly washed in ice-cold PBS to remove blood and debris, and separated from surrounding membranes, and villous portions were dissected from decidual and embryonic tissue under a dissecting microscope and further washed with sterile, cold PBS. The total RNA was extracted using Trizol (Agilent Technologies Singapore Pvt. Ltd., Shung Avenue, Singapore) and cleaned up with DNase I (Sigma Chemical Co., St. Louis, Missouri, USA) and subjected to re-extraction when it was necessary. The yield and purity of the extracted RNA was checked using standard spectrophotometric method and 1% agarose gel electrophoresis. Furthermore, RIN score of individual sample was determined using Bioanalyzer, RNA Chip kit and Software from Agilent Technologies (Santa Clara, CA, USA).",
"Fertile_hpv8w_SP14_28 years;	This placental sample is of first  trimester normal pregnancy, underwent elective surgical termination. It is the third of eight, 8 weeks biological replicates sample, each from different individual woman.",,,"Placental samples were collected in sterile ice-cold phosphate buffered saline (PBS, pH 7.4). The tissue samples were quickly washed in ice-cold PBS to remove blood and debris, and separated from surrounding membranes, and villous portions were dissected from decidual and embryonic tissue under a dissecting microscope and further washed with sterile, cold PBS. The total RNA was extracted using Trizol (Agilent Technologies Singapore Pvt. Ltd., Shung Avenue, Singapore) and cleaned up with DNase I (Sigma Chemical Co., St. Louis, Missouri, USA) and subjected to re-extraction when it was necessary. The yield and purity of the extracted RNA was checked using standard spectrophotometric method and 1% agarose gel electrophoresis. Furthermore, RIN score of individual sample was determined using Bioanalyzer, RNA Chip kit and Software from Agilent Technologies (Santa Clara, CA, USA).",
"Fertile_hpv8w_SP22_23 years;	This placental sample is of first  trimester normal pregnancy, underwent elective surgical termination. It is the fourth of eight, 8 weeks biological replicates sample, each from different individual woman.",,,"Placental samples were collected in sterile ice-cold phosphate buffered saline (PBS, pH 7.4). The tissue samples were quickly washed in ice-cold PBS to remove blood and debris, and separated from surrounding membranes, and villous portions were dissected from decidual and embryonic tissue under a dissecting microscope and further washed with sterile, cold PBS. The total RNA was extracted using Trizol (Agilent Technologies Singapore Pvt. Ltd., Shung Avenue, Singapore) and cleaned up with DNase I (Sigma Chemical Co., St. Louis, Missouri, USA) and subjected to re-extraction when it was necessary. The yield and purity of the extracted RNA was checked using standard spectrophotometric method and 1% agarose gel electrophoresis. Furthermore, RIN score of individual sample was determined using Bioanalyzer, RNA Chip kit and Software from Agilent Technologies (Santa Clara, CA, USA).",
"Fertile_hpv8w_SP12_28 years;	This placental sample is of first  trimester normal pregnancy, underwent elective surgical termination. It is the fifth of eight, 8 weeks biological replicates sample, each from different individual woman.",,,"Placental samples were collected in sterile ice-cold phosphate buffered saline (PBS, pH 7.4). The tissue samples were quickly washed in ice-cold PBS to remove blood and debris, and separated from surrounding membranes, and villous portions were dissected from decidual and embryonic tissue under a dissecting microscope and further washed with sterile, cold PBS. The total RNA was extracted using Trizol (Agilent Technologies Singapore Pvt. Ltd., Shung Avenue, Singapore) and cleaned up with DNase I (Sigma Chemical Co., St. Louis, Missouri, USA) and subjected to re-extraction when it was necessary. The yield and purity of the extracted RNA was checked using standard spectrophotometric method and 1% agarose gel electrophoresis. Furthermore, RIN score of individual sample was determined using Bioanalyzer, RNA Chip kit and Software from Agilent Technologies (Santa Clara, CA, USA).",
"Fertile_hpv8w_SP5.5_26 years;	This placental sample is of first  trimester normal pregnancy, underwent elective surgical termination. It is the sixth of eight, 8 weeks biological replicates sample, each from different individual woman.",,,"Placental samples were collected in sterile ice-cold phosphate buffered saline (PBS, pH 7.4). The tissue samples were quickly washed in ice-cold PBS to remove blood and debris, and separated from surrounding membranes, and villous portions were dissected from decidual and embryonic tissue under a dissecting microscope and further washed with sterile, cold PBS. The total RNA was extracted using Trizol (Agilent Technologies Singapore Pvt. Ltd., Shung Avenue, Singapore) and cleaned up with DNase I (Sigma Chemical Co., St. Louis, Missouri, USA) and subjected to re-extraction when it was necessary. The yield and purity of the extracted RNA was checked using standard spectrophotometric method and 1% agarose gel electrophoresis. Furthermore, RIN score of individual sample was determined using Bioanalyzer, RNA Chip kit and Software from Agilent Technologies (Santa Clara, CA, USA).",
"Fertile_hpv8w_SP1.1_20 years;	This placental sample is of first  trimester normal pregnancy, underwent elective surgical termination. It is the seventh of eight, 8 weeks biological replicates sample, each from different individual woman.",,,"Placental samples were collected in sterile ice-cold phosphate buffered saline (PBS, pH 7.4). The tissue samples were quickly washed in ice-cold PBS to remove blood and debris, and separated from surrounding membranes, and villous portions were dissected from decidual and embryonic tissue under a dissecting microscope and further washed with sterile, cold PBS. The total RNA was extracted using Trizol (Agilent Technologies Singapore Pvt. Ltd., Shung Avenue, Singapore) and cleaned up with DNase I (Sigma Chemical Co., St. Louis, Missouri, USA) and subjected to re-extraction when it was necessary. The yield and purity of the extracted RNA was checked using standard spectrophotometric method and 1% agarose gel electrophoresis. Furthermore, RIN score of individual sample was determined using Bioanalyzer, RNA Chip kit and Software from Agilent Technologies (Santa Clara, CA, USA).",
"Fertile_hpv8w_SP7.7_20 years;	This placental sample is of first  trimester normal pregnancy, underwent elective surgical termination. It is the eighth of eight, 8 weeks biological replicates sample, each from different individual woman.",,,"Placental samples were collected in sterile ice-cold phosphate buffered saline (PBS, pH 7.4). The tissue samples were quickly washed in ice-cold PBS to remove blood and debris, and separated from surrounding membranes, and villous portions were dissected from decidual and embryonic tissue under a dissecting microscope and further washed with sterile, cold PBS. The total RNA was extracted using Trizol (Agilent Technologies Singapore Pvt. Ltd., Shung Avenue, Singapore) and cleaned up with DNase I (Sigma Chemical Co., St. Louis, Missouri, USA) and subjected to re-extraction when it was necessary. The yield and purity of the extracted RNA was checked using standard spectrophotometric method and 1% agarose gel electrophoresis. Furthermore, RIN score of individual sample was determined using Bioanalyzer, RNA Chip kit and Software from Agilent Technologies (Santa Clara, CA, USA).",
,,,"Genomic DNA was extracted from  peripheral blood using the Qiagen DNA Blood Mini Kit. DNA quality and quantity was assessed using a Nanodrop Spectrophotometer, PicoGreen and agarose gel electrophoresis.","Genomic DNA was extracted from  peripheral blood using the Qiagen DNA Blood Mini Kit. DNA quality and quantity was assessed using a Nanodrop Spectrophotometer, PicoGreen and agarose gel electrophoresis."
,Fresh lungs were harvested into RNA later (Ambion).,,Total RNA was isolated from lung homogenates by using TRIzol (Invitrogen). RNA quality was checked on Agilent Bioanalyzer.  All samples used for microarray analysis have high quality score (RIN >9).,
,Fresh lungs were harvested into RNA later (Ambion).,,Total RNA was isolated from lung homogenates by using TRIzol (Invitrogen). RNA quality was checked on Agilent Bioanalyzer.  All samples used for microarray analysis have high quality score (RIN >9).,
,Fresh lungs were harvested into RNA later (Ambion).,,Total RNA was isolated from lung homogenates by using TRIzol (Invitrogen). RNA quality was checked on Agilent Bioanalyzer.  All samples used for microarray analysis have high quality score (RIN >9).,
,,,"Genomic DNA was extracted from  peripheral blood using chemagen. DNA quality and quantity was assessed using a Nanodrop Spectrophotometer, PicoGreen and agarose gel electrophoresis.","Genomic DNA was extracted from  peripheral blood using chemagen. DNA quality and quantity was assessed using a Nanodrop Spectrophotometer, PicoGreen and agarose gel electrophoresis."
Gene expression data of Flk1 positive cells in Ebs differentiated for 3.5 days in a mesoderm inducing condition;	KB_D31off,0.5 microg/ml doxycycline from day 3.0 to day 3.5,,Trizol followed by extraction by 1-butanol and diethyl ether.,
Gene expression data of Flk1 positive cells in Ebs differentiated for 3.5 days in a mesoderm inducing condition. Etv2 was induced to overexpress from day 3.0 to 3.5 (0.5 microg/ml doxycycline).;	KB_D31on,0.5 microg/ml doxycycline from day 3.0 to day 3.5,,Trizol followed by extraction by 1-butanol and diethyl ether.,
Gene expression data of Flk1 positive cells in Ebs differentiated for 3.5 days in a mesoderm inducing condition;	KB_D32off,0.5 microg/ml doxycycline from day 3.0 to day 3.5,,Trizol followed by extraction by 1-butanol and diethyl ether.,
Gene expression data of Flk1 positive cells in Ebs differentiated for 3.5 days in a mesoderm inducing condition. Etv2 was induced to overexpress from day 3.0 to 3.5 (0.5 microg/ml doxycycline).;	KB_D32on,0.5 microg/ml doxycycline from day 3.0 to day 3.5,,Trizol followed by extraction by 1-butanol and diethyl ether.,
Gene expression data of Flk1 positive cells in Ebs differentiated for 3.5 days in a mesoderm inducing condition;	KB_D33off,0.5 microg/ml doxycycline from day 3.0 to day 3.5,,Trizol followed by extraction by 1-butanol and diethyl ether.,
